Ad;Ad2;ToplamSandik;ToplamSecmen;AcilanSandikSecmenSayisi;AcilanSandik;KullanilanOy;GecerliOy;Adi5;Oy
Afyonkarahisar;İHSANİYE-KAYIHAN;6;1855;1855;6;1812;1720;MHP;674
Afyonkarahisar;İHSANİYE-GAZLIGÖL;7;1741;1741;7;1691;1566;BBP;417
Afyonkarahisar;İHSANİYE-GAZLIGÖL;7;1741;1741;7;1691;1566;AK Parti;455
Afyonkarahisar;İHSANİYE-GAZLIGÖL;7;1741;1741;7;1691;1566;MHP;413
Afyonkarahisar;İHSANİYE-GAZLIGÖL;7;1741;1741;7;1691;1566;İyi Parti;281
Afyonkarahisar;İHSANİYE;11;3006;3006;11;2743;2586;Saadet Partisi;18
Afyonkarahisar;İHSANİYE;11;3006;3006;11;2743;2586;TKP;1
Afyonkarahisar;İHSANİYE;11;3006;3006;11;2743;2586;CHP;1021
Afyonkarahisar;İHSANİYE;11;3006;3006;11;2743;2586;AK Parti;890
Afyonkarahisar;İHSANİYE;11;3006;3006;11;2743;2586;MHP;656
Afyonkarahisar;SANDIKLI-AKHARIM;8;2295;2295;8;2173;2047;AK Parti;1168
Afyonkarahisar;SANDIKLI-AKHARIM;8;2295;2295;8;2173;2047;MHP;879
Afyonkarahisar;SANDIKLI;75;23341;23341;75;19661;18704;Saadet Partisi;351
Afyonkarahisar;SANDIKLI;75;23341;23341;75;19661;18704;TKP;36
Afyonkarahisar;SANDIKLI;75;23341;23341;75;19661;18704;AK Parti;9651
Afyonkarahisar;SANDIKLI;75;23341;23341;75;19661;18704;MHP;4402
Afyonkarahisar;SANDIKLI;75;23341;23341;75;19661;18704;İyi Parti;4264
Afyonkarahisar;SİNANPAŞA-DÜZAĞAÇ;7;1798;1798;7;1683;1589;CHP;339
Afyonkarahisar;SİNANPAŞA-DÜZAĞAÇ;7;1798;1798;7;1683;1589;AK Parti;728
Afyonkarahisar;SİNANPAŞA-DÜZAĞAÇ;7;1798;1798;7;1683;1589;DP;214
Afyonkarahisar;SİNANPAŞA-DÜZAĞAÇ;7;1798;1798;7;1683;1589;MHP;308
Afyonkarahisar;SİNANPAŞA-KIRKA;7;1566;1566;7;1470;1326;AK Parti;632
Afyonkarahisar;SİNANPAŞA-KIRKA;7;1566;1566;7;1470;1326;MHP;694
Afyonkarahisar;SİNANPAŞA-TINAZTEPE;11;2420;2420;11;2246;2079;Saadet Partisi;50
Afyonkarahisar;SİNANPAŞA-TINAZTEPE;11;2420;2420;11;2246;2079;BBP;328
Afyonkarahisar;SİNANPAŞA-TINAZTEPE;11;2420;2420;11;2246;2079;AK Parti;1173
Afyonkarahisar;SİNANPAŞA-TINAZTEPE;11;2420;2420;11;2246;2079;MHP;528
Afyonkarahisar;SİNANPAŞA-TAŞOLUK;12;2806;2806;12;2546;2368;CHP;907
Afyonkarahisar;SİNANPAŞA-TAŞOLUK;12;2806;2806;12;2546;2368;AK Parti;1334
Afyonkarahisar;SİNANPAŞA-TAŞOLUK;12;2806;2806;12;2546;2368;MHP;127
Afyonkarahisar;SİNANPAŞA-SERBAN;7;1474;1474;7;1297;1176;AK Parti;588
Afyonkarahisar;SİNANPAŞA-SERBAN;7;1474;1474;7;1297;1176;MHP;588
Afyonkarahisar;SİNANPAŞA-KÜÇÜKHÜYÜK;6;1547;1547;6;1479;1407;BBP;721
Afyonkarahisar;SİNANPAŞA-KÜÇÜKHÜYÜK;6;1547;1547;6;1479;1407;AK Parti;657
Afyonkarahisar;SİNANPAŞA-KÜÇÜKHÜYÜK;6;1547;1547;6;1479;1407;MHP;29
Afyonkarahisar;SİNANPAŞA-KILIÇARSLAN;8;1900;1900;8;1790;1554;BBP;177
Afyonkarahisar;SİNANPAŞA-KILIÇARSLAN;8;1900;1900;8;1790;1554;AK Parti;580
Afyonkarahisar;SİNANPAŞA-KILIÇARSLAN;8;1900;1900;8;1790;1554;MHP;523
Afyonkarahisar;SİNANPAŞA-KILIÇARSLAN;8;1900;1900;8;1790;1554;İyi Parti;274
Afyonkarahisar;SİNANPAŞA-AKÖREN;8;2164;2164;8;2083;1935;BBP;665
Afyonkarahisar;SİNANPAŞA-AKÖREN;8;2164;2164;8;2083;1935;AK Parti;873
Afyonkarahisar;SİNANPAŞA-AKÖREN;8;2164;2164;8;2083;1935;MHP;397
Afyonkarahisar;SİNANPAŞA-AHMETPAŞA;9;2357;2357;9;2190;2091;AK Parti;943
Afyonkarahisar;SİNANPAŞA-AHMETPAŞA;9;2357;2357;9;2190;2091;MHP;1148
Afyonkarahisar;SİNANPAŞA;12;2986;2986;12;2811;2677;TKP;4
Afyonkarahisar;SİNANPAŞA;12;2986;2986;12;2811;2677;CHP;1236
Afyonkarahisar;SİNANPAŞA;12;2986;2986;12;2811;2677;AK Parti;1317
Afyonkarahisar;SİNANPAŞA;12;2986;2986;12;2811;2677;DP;120
Afyonkarahisar;SULTANDAĞI-YEŞİLÇİFTLİK;8;1825;1825;8;1680;1576;CHP;867
Afyonkarahisar;SULTANDAĞI-YEŞİLÇİFTLİK;8;1825;1825;8;1680;1576;AK Parti;647
Afyonkarahisar;SULTANDAĞI-YEŞİLÇİFTLİK;8;1825;1825;8;1680;1576;İyi Parti;62
Afyonkarahisar;SULTANDAĞI-DEREÇİNE;8;1840;1840;8;1706;1644;CHP;740
Afyonkarahisar;SULTANDAĞI-DEREÇİNE;8;1840;1840;8;1706;1644;AK Parti;212
Afyonkarahisar;SULTANDAĞI-DEREÇİNE;8;1840;1840;8;1706;1644;İyi Parti;692
Afyonkarahisar;SULTANDAĞI;15;4341;4341;15;3875;3620;Saadet Partisi;12
Afyonkarahisar;SULTANDAĞI;15;4341;4341;15;3875;3620;TKP;8
Afyonkarahisar;SULTANDAĞI;15;4341;4341;15;3875;3620;CHP;1041
Afyonkarahisar;SULTANDAĞI;15;4341;4341;15;3875;3620;AK Parti;1451
Afyonkarahisar;SULTANDAĞI;15;4341;4341;15;3875;3620;MHP;428
Afyonkarahisar;SULTANDAĞI;15;4341;4341;15;3875;3620;İyi Parti;680
Afyonkarahisar;ŞUHUT-KARAADİLLİ;7;2011;2011;7;1944;1760;CHP;741
Afyonkarahisar;ŞUHUT-KARAADİLLİ;7;2011;2011;7;1944;1760;AK Parti;1019
Afyonkarahisar;ŞUHUT;35;9948;9948;35;8731;8277;TKP;19
Afyonkarahisar;ŞUHUT;35;9948;9948;35;8731;8277;CHP;1985
Afyonkarahisar;ŞUHUT;35;9948;9948;35;8731;8277;AK Parti;3485
Afyonkarahisar;ŞUHUT;35;9948;9948;35;8731;8277;MHP;2788
Afyonkarahisar;BAŞMAKÇI;15;4163;4163;15;3852;3611;TKP;12
Afyonkarahisar;BAŞMAKÇI;15;4163;4163;15;3852;3611;CHP;1125
Afyonkarahisar;BAŞMAKÇI;15;4163;4163;15;3852;3611;AK Parti;1041
Afyonkarahisar;BAŞMAKÇI;15;4163;4163;15;3852;3611;MHP;1433
Afyonkarahisar;BAYAT;12;3136;3136;12;2771;2572;TKP;2
Afyonkarahisar;BAYAT;12;3136;3136;12;2771;2572;CHP;728
Afyonkarahisar;BAYAT;12;3136;3136;12;2771;2572;AK Parti;899
Afyonkarahisar;BAYAT;12;3136;3136;12;2771;2572;DP;120
Afyonkarahisar;BAYAT;12;3136;3136;12;2771;2572;MHP;377
Afyonkarahisar;BAYAT;12;3136;3136;12;2771;2572;MUHAMMET SEDAT BALUN;446
Afyonkarahisar;İSCEHİSAR-SEYDİLER;5;1426;1426;5;1381;1214;AK Parti;508
Afyonkarahisar;İSCEHİSAR-SEYDİLER;5;1426;1426;5;1381;1214;MHP;706
Afyonkarahisar;İSCEHİSAR;31;8728;8728;31;8017;7795;Saadet Partisi;124
Afyonkarahisar;İSCEHİSAR;31;8728;8728;31;8017;7795;TKP;7
Afyonkarahisar;İSCEHİSAR;31;8728;8728;31;8017;7795;BBP;534
Afyonkarahisar;İSCEHİSAR;31;8728;8728;31;8017;7795;AK Parti;2779
Afyonkarahisar;İSCEHİSAR;31;8728;8728;31;8017;7795;DP;2457
Afyonkarahisar;İSCEHİSAR;31;8728;8728;31;8017;7795;MHP;1894
Afyonkarahisar;ÇOBANLAR-KOCAÖZ;7;1851;1851;7;1811;1735;Saadet Partisi;11
Afyonkarahisar;ÇOBANLAR-KOCAÖZ;7;1851;1851;7;1811;1735;AK Parti;946
Afyonkarahisar;ÇOBANLAR-KOCAÖZ;7;1851;1851;7;1811;1735;MHP;778
Afyonkarahisar;ÇOBANLAR;22;6071;6071;22;5769;5579;Saadet Partisi;5
Afyonkarahisar;ÇOBANLAR;22;6071;6071;22;5769;5579;TKP;3
Afyonkarahisar;ÇOBANLAR;22;6071;6071;22;5769;5579;CHP;902
Afyonkarahisar;ÇOBANLAR;22;6071;6071;22;5769;5579;AK Parti;2036
Afyonkarahisar;ÇOBANLAR;22;6071;6071;22;5769;5579;MHP;1225
Afyonkarahisar;ÇOBANLAR;22;6071;6071;22;5769;5579;İyi Parti;1408
Afyonkarahisar;EVCİLER;11;2777;2777;11;2472;2370;TKP;9
Afyonkarahisar;EVCİLER;11;2777;2777;11;2472;2370;CHP;1010
Afyonkarahisar;EVCİLER;11;2777;2777;11;2472;2370;AK Parti;1351
Afyonkarahisar;HOCALAR;7;1863;1863;7;1674;1581;TKP;3
Afyonkarahisar;HOCALAR;7;1863;1863;7;1674;1581;CHP;164
Afyonkarahisar;HOCALAR;7;1863;1863;7;1674;1581;AK Parti;729
Afyonkarahisar;HOCALAR;7;1863;1863;7;1674;1581;MHP;685
Afyonkarahisar;KIZILÖREN;5;1304;1304;5;1110;991;TKP;2
Afyonkarahisar;KIZILÖREN;5;1304;1304;5;1110;991;AK Parti;339
Afyonkarahisar;KIZILÖREN;5;1304;1304;5;1110;991;MHP;489
Afyonkarahisar;KIZILÖREN;5;1304;1304;5;1110;991;İyi Parti;161
Ağrı;MERKEZ;194;64435;64435;194;48742;45969;Saadet Partisi;1275
Ağrı;MERKEZ;194;64435;64435;194;48742;45969;TKP;127
Ağrı;MERKEZ;194;64435;64435;194;48742;45969;CHP;1090
Ağrı;MERKEZ;194;64435;64435;194;48742;45969;AK Parti;24902
Ağrı;MERKEZ;194;64435;64435;194;48742;45969;İyi Parti;1277
Ağrı;MERKEZ;194;64435;64435;194;48742;45969;HDP;17298
Ağrı;DİYADİN;38;11379;11379;38;8307;7641;TKP;16
Ağrı;DİYADİN;38;11379;11379;38;8307;7641;CHP;560
Ağrı;DİYADİN;38;11379;11379;38;8307;7641;AK Parti;2571
Ağrı;DİYADİN;38;11379;11379;38;8307;7641;MHP;113
Ağrı;DİYADİN;38;11379;11379;38;8307;7641;İyi Parti;76
Ağrı;DİYADİN;38;11379;11379;38;8307;7641;HDP;4305
Ağrı;DOĞUBAYAZIT;138;45035;45035;138;31958;29839;Saadet Partisi;348
Ağrı;DOĞUBAYAZIT;138;45035;45035;138;31958;29839;TKP;138
Ağrı;DOĞUBAYAZIT;138;45035;45035;138;31958;29839;AK Parti;8169
Ağrı;DOĞUBAYAZIT;138;45035;45035;138;31958;29839;MHP;405
Ağrı;DOĞUBAYAZIT;138;45035;45035;138;31958;29839;HDP;20779
Ağrı;ELEŞKİRT-YÜCEKAPI;6;1462;1462;6;1302;1206;Saadet Partisi;49
Ağrı;ELEŞKİRT-YÜCEKAPI;6;1462;1462;6;1302;1206;AK Parti;560
Ağrı;ELEŞKİRT-YÜCEKAPI;6;1462;1462;6;1302;1206;DP;597
Ağrı;ELEŞKİRT-YAYLADÜZÜ;7;1254;1254;7;1006;943;Saadet Partisi;24
Ağrı;ELEŞKİRT-YAYLADÜZÜ;7;1254;1254;7;1006;943;AK Parti;471
Ağrı;ELEŞKİRT-YAYLADÜZÜ;7;1254;1254;7;1006;943;DP;448
Ağrı;ELEŞKİRT-TAHİR;4;968;968;4;605;577;Saadet Partisi;29
Ağrı;ELEŞKİRT-TAHİR;4;968;968;4;605;577;AK Parti;297
Ağrı;ELEŞKİRT-TAHİR;4;968;968;4;605;577;DP;249
Ağrı;ELEŞKİRT-TAHİR;4;968;968;4;605;577;MHP;2
Ağrı;ELEŞKİRT;23;6565;6565;23;4989;4665;Saadet Partisi;1482
Ağrı;ELEŞKİRT;23;6565;6565;23;4989;4665;TKP;7
Ağrı;ELEŞKİRT;23;6565;6565;23;4989;4665;CHP;37
Ağrı;ELEŞKİRT;23;6565;6565;23;4989;4665;AK Parti;1540
Ağrı;ELEŞKİRT;23;6565;6565;23;4989;4665;DP;953
Ağrı;ELEŞKİRT;23;6565;6565;23;4989;4665;HDP;646
Ağrı;HAMUR;7;1922;1922;7;1819;1744;Saadet Partisi;733
Ağrı;HAMUR;7;1922;1922;7;1819;1744;TKP;2
Ağrı;HAMUR;7;1922;1922;7;1819;1744;CHP;104
Ağrı;HAMUR;7;1922;1922;7;1819;1744;AK Parti;792
Ağrı;HAMUR;7;1922;1922;7;1819;1744;MHP;10
Ağrı;HAMUR;7;1922;1922;7;1819;1744;HDP;103
Ağrı;PATNOS-DEDELİ;9;1842;1842;9;1727;1569;Saadet Partisi;776
Ağrı;PATNOS-DEDELİ;9;1842;1842;9;1727;1569;CHP;63
Ağrı;PATNOS-DEDELİ;9;1842;1842;9;1727;1569;AK Parti;708
Ağrı;PATNOS-DEDELİ;9;1842;1842;9;1727;1569;İyi Parti;22
Ağrı;PATNOS;108;34512;34512;108;25905;24170;Saadet Partisi;5432
Ağrı;PATNOS;108;34512;34512;108;25905;24170;TKP;41
Ağrı;PATNOS;108;34512;34512;108;25905;24170;CHP;597
Ağrı;PATNOS;108;34512;34512;108;25905;24170;AK Parti;6407
Ağrı;PATNOS;108;34512;34512;108;25905;24170;MHP;348
Ağrı;PATNOS;108;34512;34512;108;25905;24170;İyi Parti;277
Ağrı;PATNOS;108;34512;34512;108;25905;24170;HDP;11068
Ağrı;TAŞLIÇAY;14;3993;3993;14;3444;3200;Saadet Partisi;199
Ağrı;TAŞLIÇAY;14;3993;3993;14;3444;3200;TKP;8
Ağrı;TAŞLIÇAY;14;3993;3993;14;3444;3200;CHP;345
Ağrı;TAŞLIÇAY;14;3993;3993;14;3444;3200;AK Parti;1143
Ağrı;TAŞLIÇAY;14;3993;3993;14;3444;3200;MHP;293
Ağrı;TAŞLIÇAY;14;3993;3993;14;3444;3200;HDP;1212
Ağrı;TUTAK;15;4189;4189;15;3360;3184;Saadet Partisi;232
Ağrı;TUTAK;15;4189;4189;15;3360;3184;TKP;6
Ağrı;TUTAK;15;4189;4189;15;3360;3184;BBP;443
Ağrı;TUTAK;15;4189;4189;15;3360;3184;CHP;212
Ağrı;TUTAK;15;4189;4189;15;3360;3184;AK Parti;777
Ağrı;TUTAK;15;4189;4189;15;3360;3184;DP;365
Ağrı;TUTAK;15;4189;4189;15;3360;3184;MHP;377
Ağrı;TUTAK;15;4189;4189;15;3360;3184;İyi Parti;95
Ağrı;TUTAK;15;4189;4189;15;3360;3184;HDP;677
Amasya;MERKEZ-ZİYARET;10;2910;2910;10;2733;2588;CHP;83
Amasya;MERKEZ-ZİYARET;10;2910;2910;10;2733;2588;AK Parti;1471
Amasya;MERKEZ-ZİYARET;10;2910;2910;10;2733;2588;MHP;1034
Amasya;MERKEZ;231;74272;74272;231;64821;62831;Saadet Partisi;906
Amasya;MERKEZ;231;74272;74272;231;64821;62831;TKP;84
Amasya;MERKEZ;231;74272;74272;231;64821;62831;CHP;12998
Amasya;MERKEZ;231;74272;74272;231;64821;62831;AK Parti;22061
Amasya;MERKEZ;231;74272;74272;231;64821;62831;MHP;26694
Amasya;MERKEZ;231;74272;74272;231;64821;62831;DSP;88
Amasya;GÖYNÜCEK;7;1802;1802;7;1674;1592;Saadet Partisi;8
Amasya;GÖYNÜCEK;7;1802;1802;7;1674;1592;TKP;3
Amasya;GÖYNÜCEK;7;1802;1802;7;1674;1592;CHP;72
Amasya;GÖYNÜCEK;7;1802;1802;7;1674;1592;AK Parti;699
Amasya;GÖYNÜCEK;7;1802;1802;7;1674;1592;MHP;810
Amasya;GÜMÜŞHACIKÖY;42;11684;11684;42;10420;9812;Saadet Partisi;200
Amasya;GÜMÜŞHACIKÖY;42;11684;11684;42;10420;9812;TKP;32
Amasya;GÜMÜŞHACIKÖY;42;11684;11684;42;10420;9812;BBP;45
Amasya;GÜMÜŞHACIKÖY;42;11684;11684;42;10420;9812;CHP;5006
Amasya;GÜMÜŞHACIKÖY;42;11684;11684;42;10420;9812;AK Parti;3670
Amasya;GÜMÜŞHACIKÖY;42;11684;11684;42;10420;9812;MHP;859
Amasya;MERZİFON;137;42642;42642;137;37089;35726;Saadet Partisi;368
Amasya;MERZİFON;137;42642;42642;137;37089;35726;TKP;40
Amasya;MERZİFON;137;42642;42642;137;37089;35726;CHP;14510
Amasya;MERZİFON;137;42642;42642;137;37089;35726;AK Parti;13698
Amasya;MERZİFON;137;42642;42642;137;37089;35726;MHP;5109
Amasya;MERZİFON;137;42642;42642;137;37089;35726;İyi Parti;1855
Amasya;MERZİFON;137;42642;42642;137;37089;35726;DSP;146
Amasya;SULUOVA;88;28259;28259;88;24970;23577;Saadet Partisi;324
Amasya;SULUOVA;88;28259;28259;88;24970;23577;TKP;71
Amasya;SULUOVA;88;28259;28259;88;24970;23577;AK Parti;11282
Amasya;SULUOVA;88;28259;28259;88;24970;23577;MHP;8691
Amasya;SULUOVA;88;28259;28259;88;24970;23577;İyi Parti;3209
Amasya;TAŞOVA;27;7954;7954;27;7072;6647;Saadet Partisi;52
Amasya;TAŞOVA;27;7954;7954;27;7072;6647;TKP;19
Amasya;TAŞOVA;27;7954;7954;27;7072;6647;AK Parti;3151
Amasya;TAŞOVA;27;7954;7954;27;7072;6647;MHP;1373
Amasya;TAŞOVA;27;7954;7954;27;7072;6647;İyi Parti;2052
Amasya;HAMAMÖZÜ;6;1303;1303;6;1192;1133;TKP;1
Amasya;HAMAMÖZÜ;6;1303;1303;6;1192;1133;CHP;245
Amasya;HAMAMÖZÜ;6;1303;1303;6;1192;1133;AK Parti;413
Amasya;HAMAMÖZÜ;6;1303;1303;6;1192;1133;MHP;474
Ankara;ALTINDAĞ;751;253248;253248;751;212202;204543;Saadet Partisi;3602
Ankara;ALTINDAĞ;751;253248;253248;751;212202;204543;BTP;358
Ankara;ALTINDAĞ;751;253248;253248;751;212202;204543;TKP;374
Ankara;ALTINDAĞ;751;253248;253248;751;212202;204543;Vatan Partisi;210
Ankara;ALTINDAĞ;751;253248;253248;751;212202;204543;BBP;5732
Ankara;ALTINDAĞ;751;253248;253248;751;212202;204543;CHP;50149
Ankara;ALTINDAĞ;751;253248;253248;751;212202;204543;AK Parti;125336
Ankara;ALTINDAĞ;751;253248;253248;751;212202;204543;DP;352
Ankara;ALTINDAĞ;751;253248;253248;751;212202;204543;İyi Parti;16420
Ankara;ALTINDAĞ;751;253248;253248;751;212202;204543;HDP;1428
Ankara;ALTINDAĞ;751;253248;253248;751;212202;204543;DSP;380
Ankara;ALTINDAĞ;751;253248;253248;751;212202;204543;ALİŞAN ÇİFÇİ;202
Ankara;AYAŞ;54;13756;13756;54;12964;12573;Saadet Partisi;171
Ankara;AYAŞ;54;13756;13756;54;12964;12573;BTP;48
Ankara;AYAŞ;54;13756;13756;54;12964;12573;TKP;16
Ankara;AYAŞ;54;13756;13756;54;12964;12573;Vatan Partisi;18
Ankara;AYAŞ;54;13756;13756;54;12964;12573;BBP;803
Ankara;AYAŞ;54;13756;13756;54;12964;12573;CHP;5330
Ankara;AYAŞ;54;13756;13756;54;12964;12573;AK Parti;6187
Ankara;BALA;111;29218;29218;111;25780;24628;Saadet Partisi;442
Ankara;BALA;111;29218;29218;111;25780;24628;BTP;80
Ankara;BALA;111;29218;29218;111;25780;24628;TKP;29
Ankara;BALA;111;29218;29218;111;25780;24628;Vatan Partisi;43
Ankara;BALA;111;29218;29218;111;25780;24628;BBP;163
Ankara;BALA;111;29218;29218;111;25780;24628;AK Parti;14786
Ankara;BALA;111;29218;29218;111;25780;24628;İyi Parti;8319
Ankara;BALA;111;29218;29218;111;25780;24628;HDP;682
Ankara;BALA;111;29218;29218;111;25780;24628;DSP;84
Ankara;BEYPAZARI;161;36558;36558;161;32839;31643;Saadet Partisi;870
Ankara;BEYPAZARI;161;36558;36558;161;32839;31643;BTP;61
Ankara;BEYPAZARI;161;36558;36558;161;32839;31643;TKP;28
Ankara;BEYPAZARI;161;36558;36558;161;32839;31643;Vatan Partisi;124
Ankara;BEYPAZARI;161;36558;36558;161;32839;31643;BBP;220
Ankara;BEYPAZARI;161;36558;36558;161;32839;31643;AK Parti;15974
Ankara;BEYPAZARI;161;36558;36558;161;32839;31643;DP;96
Ankara;BEYPAZARI;161;36558;36558;161;32839;31643;İyi Parti;14270
Ankara;ÇAMLIDERE;59;12521;12521;59;11627;11123;Saadet Partisi;67
Ankara;ÇAMLIDERE;59;12521;12521;59;11627;11123;BTP;10
Ankara;ÇAMLIDERE;59;12521;12521;59;11627;11123;TKP;6
Ankara;ÇAMLIDERE;59;12521;12521;59;11627;11123;Vatan Partisi;23
Ankara;ÇAMLIDERE;59;12521;12521;59;11627;11123;BBP;409
Ankara;ÇAMLIDERE;59;12521;12521;59;11627;11123;AK Parti;8164
Ankara;ÇAMLIDERE;59;12521;12521;59;11627;11123;İyi Parti;2444
Ankara;ÇANKAYA;2029;680264;680264;2029;580285;569153;Saadet Partisi;10749
Ankara;ÇANKAYA;2029;680264;680264;2029;580285;569153;BTP;662
Ankara;ÇANKAYA;2029;680264;680264;2029;580285;569153;TKP;4303
Ankara;ÇANKAYA;2029;680264;680264;2029;580285;569153;Vatan Partisi;2217
Ankara;ÇANKAYA;2029;680264;680264;2029;580285;569153;BBP;7863
Ankara;ÇANKAYA;2029;680264;680264;2029;580285;569153;CHP;406114
Ankara;ÇANKAYA;2029;680264;680264;2029;580285;569153;AK Parti;123906
Ankara;ÇANKAYA;2029;680264;680264;2029;580285;569153;DP;2033
Ankara;ÇANKAYA;2029;680264;680264;2029;580285;569153;HDP;10802
Ankara;ÇANKAYA;2029;680264;680264;2029;580285;569153;NADİRE NUR KARA;346
Ankara;ÇANKAYA;2029;680264;680264;2029;580285;569153;İBRAHİM EKMEN;158
Ankara;ÇUBUK;242;63536;63536;242;56343;53738;Saadet Partisi;3782
Ankara;ÇUBUK;242;63536;63536;242;56343;53738;BTP;476
Ankara;ÇUBUK;242;63536;63536;242;56343;53738;TKP;81
Ankara;ÇUBUK;242;63536;63536;242;56343;53738;Vatan Partisi;104
Ankara;ÇUBUK;242;63536;63536;242;56343;53738;BBP;2770
Ankara;ÇUBUK;242;63536;63536;242;56343;53738;AK Parti;36802
Ankara;ÇUBUK;242;63536;63536;242;56343;53738;İyi Parti;9529
Ankara;ÇUBUK;242;63536;63536;242;56343;53738;DSP;194
Ankara;ELMADAĞ;116;32614;32614;116;29823;28780;Saadet Partisi;1222
Ankara;ELMADAĞ;116;32614;32614;116;29823;28780;BTP;111
Ankara;ELMADAĞ;116;32614;32614;116;29823;28780;TKP;82
Ankara;ELMADAĞ;116;32614;32614;116;29823;28780;Vatan Partisi;17
Ankara;ELMADAĞ;116;32614;32614;116;29823;28780;BBP;148
Ankara;ELMADAĞ;116;32614;32614;116;29823;28780;CHP;13642
Ankara;ELMADAĞ;116;32614;32614;116;29823;28780;AK Parti;12873
Ankara;ELMADAĞ;116;32614;32614;116;29823;28780;HDP;58
Ankara;ELMADAĞ;116;32614;32614;116;29823;28780;DSP;95
Ankara;ELMADAĞ;116;32614;32614;116;29823;28780;MUSTAFA ŞİMŞEK;532
Ankara;GÜDÜL;41;8945;8945;41;8184;7833;Saadet Partisi;38
Ankara;GÜDÜL;41;8945;8945;41;8184;7833;BTP;8
Ankara;GÜDÜL;41;8945;8945;41;8184;7833;TKP;4
Ankara;GÜDÜL;41;8945;8945;41;8184;7833;Vatan Partisi;50
Ankara;GÜDÜL;41;8945;8945;41;8184;7833;BBP;88
Ankara;GÜDÜL;41;8945;8945;41;8184;7833;CHP;967
Ankara;GÜDÜL;41;8945;8945;41;8184;7833;AK Parti;5130
Ankara;GÜDÜL;41;8945;8945;41;8184;7833;İyi Parti;1538
Ankara;GÜDÜL;41;8945;8945;41;8184;7833;DSP;10
Ankara;HAYMANA;143;32521;32521;143;28961;27099;Saadet Partisi;2238
Ankara;HAYMANA;143;32521;32521;143;28961;27099;BTP;52
Ankara;HAYMANA;143;32521;32521;143;28961;27099;TKP;28
Ankara;HAYMANA;143;32521;32521;143;28961;27099;Vatan Partisi;40
Ankara;HAYMANA;143;32521;32521;143;28961;27099;BBP;113
Ankara;HAYMANA;143;32521;32521;143;28961;27099;CHP;6142
Ankara;HAYMANA;143;32521;32521;143;28961;27099;AK Parti;12270
Ankara;HAYMANA;143;32521;32521;143;28961;27099;DP;5060
Ankara;HAYMANA;143;32521;32521;143;28961;27099;HDP;1156
Ankara;KALECİK;68;10679;10679;68;9942;9453;Saadet Partisi;35
Ankara;KALECİK;68;10679;10679;68;9942;9453;BTP;23
Ankara;KALECİK;68;10679;10679;68;9942;9453;TKP;12
Ankara;KALECİK;68;10679;10679;68;9942;9453;Vatan Partisi;23
Ankara;KALECİK;68;10679;10679;68;9942;9453;BBP;679
Ankara;KALECİK;68;10679;10679;68;9942;9453;CHP;3054
Ankara;KALECİK;68;10679;10679;68;9942;9453;AK Parti;5610
Ankara;KALECİK;68;10679;10679;68;9942;9453;DSP;17
Ankara;KIZILCAHAMAM;148;27183;27183;148;24800;24001;Saadet Partisi;301
Ankara;KIZILCAHAMAM;148;27183;27183;148;24800;24001;BTP;40
Ankara;KIZILCAHAMAM;148;27183;27183;148;24800;24001;TKP;30
Ankara;KIZILCAHAMAM;148;27183;27183;148;24800;24001;Vatan Partisi;25
Ankara;KIZILCAHAMAM;148;27183;27183;148;24800;24001;BBP;1352
Ankara;KIZILCAHAMAM;148;27183;27183;148;24800;24001;AK Parti;14870
Ankara;KIZILCAHAMAM;148;27183;27183;148;24800;24001;İyi Parti;7346
Ankara;KIZILCAHAMAM;148;27183;27183;148;24800;24001;DSP;37
Ankara;NALLIHAN;124;22455;22455;124;20090;19030;Saadet Partisi;231
Ankara;NALLIHAN;124;22455;22455;124;20090;19030;BTP;53
Ankara;NALLIHAN;124;22455;22455;124;20090;19030;TKP;40
Ankara;NALLIHAN;124;22455;22455;124;20090;19030;Vatan Partisi;96
Ankara;NALLIHAN;124;22455;22455;124;20090;19030;BBP;250
Ankara;NALLIHAN;124;22455;22455;124;20090;19030;AK Parti;10318
Ankara;NALLIHAN;124;22455;22455;124;20090;19030;İyi Parti;8042
Ankara;POLATLI;302;87070;87070;302;73131;69609;Saadet Partisi;929
Ankara;POLATLI;302;87070;87070;302;73131;69609;BTP;137
Ankara;POLATLI;302;87070;87070;302;73131;69609;TKP;89
Ankara;POLATLI;302;87070;87070;302;73131;69609;Vatan Partisi;213
Ankara;POLATLI;302;87070;87070;302;73131;69609;BBP;1255
Ankara;POLATLI;302;87070;87070;302;73131;69609;CHP;26828
Ankara;POLATLI;302;87070;87070;302;73131;69609;DP;1666
Ankara;POLATLI;302;87070;87070;302;73131;69609;MHP;37384
Ankara;POLATLI;302;87070;87070;302;73131;69609;HDP;1108
Ankara;ŞEREFLİKOÇHİSAR;113;25516;25516;113;21233;19883;Saadet Partisi;282
Ankara;ŞEREFLİKOÇHİSAR;113;25516;25516;113;21233;19883;BTP;45
Ankara;ŞEREFLİKOÇHİSAR;113;25516;25516;113;21233;19883;TKP;22
Ankara;ŞEREFLİKOÇHİSAR;113;25516;25516;113;21233;19883;Vatan Partisi;29
Ankara;ŞEREFLİKOÇHİSAR;113;25516;25516;113;21233;19883;BBP;137
Ankara;ŞEREFLİKOÇHİSAR;113;25516;25516;113;21233;19883;CHP;3728
